title,cuisines,reviews,star rating,restaurant serial number,cuisines_melt,cuisines_all
Schlosserei,"Austrian, European",48,4.0,1458,cuisine_1,Austrian
Erzherzogtum Naschmarkt,"Austrian, European",33,4.0,1459,cuisine_1,Austrian
Feine Sichuan Kuche,"Chinese, Asian",26,4.5,1460,cuisine_1,Chinese
Cafe Schuhmeier,"Austrian, Cafe",24,4.5,1461,cuisine_1,Austrian
China Restaurant Manda,"Chinese, Sushi",16,4.5,1462,cuisine_1,Chinese
TAM Restaurant - Tam Yao Hong,Asian,25,4.5,1463,cuisine_1,Asian
Zum Bierfink,"Austrian, European",50,4.0,1464,cuisine_1,Austrian
Restaurant Sokrates,"Mediterranean, European",114,3.5,1465,cuisine_1,Mediterranean
Fat George,"Bar, European",14,4.5,1466,cuisine_1,Bar
Restaurant Eugenio,"Italian, European",42,4.5,1467,cuisine_1,Italian
Jasmin Al Sham,"Mediterranean, Middle Eastern",60,4.0,1468,cuisine_1,Mediterranean
Capri,"Italian, Pizza",23,4.5,1469,cuisine_1,Italian
Wok & More,"Chinese, Sushi",271,3.5,1470,cuisine_1,Chinese
Restaurant Rani,Indian,133,3.5,1471,cuisine_1,Indian
Elianto Pizzeria,"Italian, Pizza",29,4.0,1472,cuisine_1,Italian
Schutzhaus am Neugebaude,"Austrian, European",15,4.5,1473,cuisine_1,Austrian
MQ Daily,"Bar, Cafe",169,3.5,1474,cuisine_1,Bar
Midi,"French, European",41,4.0,1475,cuisine_1,French
Velani,"German, Austrian",13,4.5,1476,cuisine_1,German
Semberija Grill,"Barbecue, European",22,4.5,1477,cuisine_1,Barbecue
Stastino,"European, Healthy",16,5.0,1478,cuisine_1,European
Pause am Berg,"Italian, Pizza",15,4.5,1479,cuisine_1,Italian
CupCakes Wien,Bakeries,72,4.0,1480,cuisine_1,Bakeries
Donnersmarkt Restaurant & Bar,"Bar, European",12,4.5,1481,cuisine_1,Bar
Ginseng - Asian Cuisine,"Sushi, Asian",17,4.5,1482,cuisine_1,Sushi
Landgasthaus Karl-Wirt,"Austrian, European",128,3.5,1483,cuisine_1,Austrian
Toga Vienna,"Bars & Pubs, Bar",9,5.0,1484,cuisine_1,Bars & Pubs
Wiener Riesenrad,"Austrian, European",177,3.5,1485,cuisine_1,Austrian
Ebi 21,"Chinese, Japanese",206,3.5,1486,cuisine_1,Chinese
Nightfly's American Bar,,36,4.5,1487,cuisine_1,
Piazza Colombo,"Italian, Austrian",9,5.0,1488,cuisine_1,Italian
Lupetto Bar Con Cucina,"Italian, Mediterranean",10,5.0,1489,cuisine_1,Italian
Ivy's Pho & Grill,"Asian, Vietnamese",39,4.0,1490,cuisine_1,Asian
Retsina Restaurant 1010 Wien,"Mediterranean, European",68,4.0,1491,cuisine_1,Mediterranean
Wein und Buschenschank Franz Distl,"Austrian, European",18,4.5,1492,cuisine_1,Austrian
Vino Gin,,16,5.0,1493,cuisine_1,
Restaurant Laxenburger Hof,"Austrian, European",75,3.5,1494,cuisine_1,Austrian
Zwolf Apostelkeller,Austrian,1516,3.5,1495,cuisine_1,Austrian
Schnitzel Center,"Austrian, European",17,4.5,1496,cuisine_1,Austrian
Marco Simonis Bastei 10,,53,4.5,1497,cuisine_1,
Gasthaus Seidl,"Austrian, European",158,4.0,1498,cuisine_1,Austrian
Gasthaus Josefstadt,"Austrian, European",19,4.5,1499,cuisine_1,Austrian
Ströck - Hauptbahnhof,"Coffee & Tea, Austrian",57,4.0,1500,cuisine_1,Coffee & Tea
Trattoria Dal Toscano,"Italian, Seafood",110,4.0,1501,cuisine_1,Italian
Gasthaus Haller,"Austrian, European",22,4.5,1502,cuisine_1,Austrian
Burgerista,American,50,4.0,1503,cuisine_1,American
Tolstoy,"Cafe, Fast Food",14,4.5,1504,cuisine_1,Cafe
Chez Bernard Restaurant Et Bar,"French, Austrian",99,3.5,1505,cuisine_1,French
Cipollino,"Italian, Pizza",56,4.0,1506,cuisine_1,Italian
Sushi Aspern,"Japanese, Sushi",33,4.5,1507,cuisine_1,Japanese
Akakiko,"Japanese, Sushi",45,4.0,1508,cuisine_1,Japanese
Pho Lala,"Vietnamese, Healthy",22,4.5,1509,cuisine_1,Vietnamese
Cafe Kanzlei,"Coffee & Tea, Austrian",45,4.0,1510,cuisine_1,Coffee & Tea
K & K Bierkanzlei,"Austrian, Bar",14,5.0,1511,cuisine_1,Austrian
Heuriger Sissi Huber,"Austrian, European",76,4.0,1512,cuisine_1,Austrian
La Cocotte,Italian,11,5.0,1513,cuisine_1,Italian
Cafemima,"Cafe, Healthy",54,4.0,1514,cuisine_1,Cafe
Aromat,"French, European",40,4.5,1515,cuisine_1,French
Gasthaus Trat,"Austrian, European",19,4.5,1516,cuisine_1,Austrian
Radatz Schmecks,"Specialty Food Market, Austrian",19,4.5,1517,cuisine_1,Specialty Food Market
Banes Bar,"Austrian, Bar",31,4.5,1518,cuisine_1,Austrian
Lobby Bar at Imperial Riding School Renaissance Vienna Hotel,"Bar, Pub",65,4.0,1519,cuisine_1,Bar
Wandel,"German, Austrian",13,4.5,1520,cuisine_1,German
Hotel Restaurant Hotwagner,"Austrian, European",16,4.5,1521,cuisine_1,Austrian
Rudi's Beisl,"Austrian, European",164,4.0,1522,cuisine_1,Austrian
KELSEN im Parlament,"Austrian, European",39,4.0,1523,cuisine_1,Austrian
Bits & Bites,"International, European",98,4.0,1524,cuisine_1,International
Fresh Bar,"Cafe, Contemporary",17,5.0,1525,cuisine_1,Cafe
ChinaBar an der Wien,"Chinese, Asian",67,4.0,1526,cuisine_1,Chinese
La Mama,Italian,42,4.0,1527,cuisine_1,Italian
Fisch Viertel,"Seafood, Mediterranean",66,4.0,1528,cuisine_1,Seafood
Le Cedre,"Lebanese, Mediterranean",100,3.5,1529,cuisine_1,Lebanese
Kias Kitchen,"Brazilian, Greek",9,5.0,1530,cuisine_1,Brazilian
Restaurant Abby,"Sushi, European",29,4.0,1531,cuisine_1,Sushi
Pizzeria Dal Maestro,"Italian, Pizza",38,4.0,1532,cuisine_1,Italian
Dublin Irish Pub Wien,"Bar, Pub",50,4.0,1533,cuisine_1,Bar
Yummy House,"Chinese, NorthWestern Chinese",35,4.5,1534,cuisine_1,Chinese
If Dogs Run Free,Bars & Pubs,54,4.0,1535,cuisine_1,Bars & Pubs
Kng Tao Restaurant,"Chinese, Asian",17,4.5,1536,cuisine_1,Chinese
Kiang Winebar,"Chinese, Wine Bar",32,4.5,1537,cuisine_1,Chinese
BAOMI - Kinder Spiel Cafe - Vietnam Bistro,"Cafe, Asian",12,5.0,1538,cuisine_1,Cafe
Heuriger Zur Christl,"German, Austrian",47,4.5,1539,cuisine_1,German
Gasthaus Grabmuller,,11,4.5,1540,cuisine_1,
Gasthaus Am Predigtstuhl,"Austrian, International",52,4.0,1541,cuisine_1,Austrian
Pizzeria Mergellina,"Italian, Pizza",12,4.5,1542,cuisine_1,Italian
Brauhaus Schwechat,"German, Austrian",122,3.5,1543,cuisine_1,German
Delirium Cafe Vienna,"Belgian, Bar",44,4.0,1544,cuisine_1,Belgian
Curry Vibes - Spice Up Your Life!,Indian,8,5.0,1545,cuisine_1,Indian
Rinderwahn am Naschmarkt,"American, Fast Food",42,4.0,1546,cuisine_1,American
Zu Den 3 Linden,"Austrian, European",49,4.0,1547,cuisine_1,Austrian
Ramelle Eis,Dessert,9,5.0,1548,cuisine_1,Dessert
NENI am Prater,"Healthy, Middle Eastern",92,3.5,1549,cuisine_1,Healthy
Tao Garten,"Japanese, Sushi",19,4.5,1550,cuisine_1,Japanese
Faehnrich`s Restaurant,"Austrian, European",16,4.5,1551,cuisine_1,Austrian
Ukiyo Café Bistro,"Japanese, Asian",9,5.0,1552,cuisine_1,Japanese
Arsenal,"Austrian, International",61,4.0,1553,cuisine_1,Austrian
Restaurant Otto Weingartshofer,"German, Austrian",10,4.5,1554,cuisine_1,German
Restaurant Sarajevo,"International, European",30,4.0,1555,cuisine_1,International
Gelati da Salvo,Dessert,21,4.5,1556,cuisine_1,Dessert
The Nice Guys,"Brew Pub, Mediterranean",17,4.5,1557,cuisine_1,Brew Pub
Gasthaus Zu den 3 Goldenen Kugeln,"German, Austrian",57,4.0,1558,cuisine_1,German
Chinarestaurant Jade,"Chinese, Asian",17,4.5,1559,cuisine_1,Chinese
Le Pho,"Asian, Vietnamese",147,3.5,1560,cuisine_1,Asian
Mat’s Wurstelstand,"German, Austrian",11,4.5,1561,cuisine_1,German
Le Petit Maroc,"Moroccan, Middle Eastern",71,4.0,1562,cuisine_1,Moroccan
Meidlinger Wirt,"Austrian, International",22,4.5,1563,cuisine_1,Austrian
Restaurant Koenig von Ungarn,"Austrian, European",278,3.5,1564,cuisine_1,Austrian
Kolbe,"Middle Eastern, Persian",30,4.5,1565,cuisine_1,Middle Eastern
Mister BEAN.S | Kaffee- & Saftladen,"Coffee & Tea, Cafe",22,4.5,1566,cuisine_1,Coffee & Tea
Otto Cafe-Restaurant,"Austrian, European",94,4.0,1567,cuisine_1,Austrian
Tinto Rosso,"Italian, Austrian",35,4.5,1568,cuisine_1,Italian
Kochkiste,European,22,4.5,1569,cuisine_1,European
Deli Bluem,Deli,81,4.0,1570,cuisine_1,Deli
Daniel's Bistronomie,"Austrian, International",10,4.5,1571,cuisine_1,Austrian
Die Rundbar,"German, Austrian",29,4.5,1572,cuisine_1,German
Oktogon & Lebensbaumkreis Am Himmel,"Austrian, European",185,3.5,1573,cuisine_1,Austrian
Juice Factory,"Dessert, Cafe",42,4.5,1574,cuisine_1,Dessert
Trinity Pub Vienna,"Bars & Pubs, Irish",21,4.0,1575,cuisine_1,Bars & Pubs
All Reis Bangkok Streetfood,"Asian, Thai",24,4.0,1576,cuisine_1,Asian
Starbucks Am Graben,"Coffee & Tea, Cafe",99,3.5,1577,cuisine_1,Coffee & Tea
Pappa & Ciccia,"Italian, Mediterranean",31,4.5,1578,cuisine_1,Italian
"The Old Pharmacy Café, Shop, Galerie","Bars & Pubs, Cafe",53,4.0,1579,cuisine_1,Bars & Pubs
Demmers Teehaus,,36,4.0,1580,cuisine_1,
Cafe Spanische Hofreitschule,"Coffee & Tea, Cafe",46,4.0,1581,cuisine_1,Coffee & Tea
Porgy & Bess,South American,26,4.5,1582,cuisine_1,South American
The Roast - Twin Towers,"American, German",21,4.0,1583,cuisine_1,American
Felzl Bäckerei Café Lerchenfelder Straße,Cafe,36,4.0,1584,cuisine_1,Cafe
Der Grieche,"European, Greek",101,4.0,1585,cuisine_1,European
Furth Kaffee - Cafe Comet,"Coffee & Tea, Cafe",13,5.0,1586,cuisine_1,Coffee & Tea
Cafe-Konditorei Aida,"Coffee & Tea, Austrian",48,4.0,1587,cuisine_1,Coffee & Tea
PROBOWL. - DASGYM.,"Austrian, European",8,5.0,1588,cuisine_1,Austrian
Restaurant Galaxie,"Barbecue, European",84,4.0,1589,cuisine_1,Barbecue
Gasthaus Schmitzberger,"Austrian, European",84,4.0,1590,cuisine_1,Austrian
Hacienda Ephemer,Mexican,21,4.5,1591,cuisine_1,Mexican
CouCou,"French, Austrian",18,4.5,1592,cuisine_1,French
Kaido,"Japanese, Seafood",11,4.5,1593,cuisine_1,Japanese
Grill & Restaurant Semendria,"Barbecue, Grill",44,4.0,1594,cuisine_1,Barbecue
Dean&David,"Mediterranean, Healthy",25,4.0,1595,cuisine_1,Mediterranean
Pizzeria il Mercato,"Italian, Pizza",29,4.0,1596,cuisine_1,Italian
Panoramaschenke- Hotel Eitljoerg,"Austrian, European",109,4.0,1597,cuisine_1,Austrian
Wortner's Cafe,"Austrian, Cafe",208,3.5,1598,cuisine_1,Austrian
OLive Eat & Drink,"Italian, Pizza",70,4.0,1599,cuisine_1,Italian
Misyamasa Restaurant,"Seafood, Mediterranean",11,4.5,1600,cuisine_1,Seafood
Servus Wien Hohenstaufengasse,"Austrian, European",9,4.5,1601,cuisine_1,Austrian
Restaurant Terrae. Tuscan Kitchen,"Italian, Tuscan",18,4.5,1602,cuisine_1,Italian
Dazwischen - The Sandwich Spot,"American, International",9,5.0,1603,cuisine_1,American
La Cuisine,,14,5.0,1604,cuisine_1,
Pizza Preferita,"Italian, Pizza",8,5.0,1605,cuisine_1,Italian
Bao Mebu,"Chinese, Asian",10,5.0,1606,cuisine_1,Chinese
La Bottega del Gusto,Italian,37,4.0,1607,cuisine_1,Italian
Bon Vivant,French,8,5.0,1608,cuisine_1,French
Hotel Prinz Eugen,,65,4.0,1609,cuisine_1,
Akakiko,"Japanese, Sushi",84,4.0,1610,cuisine_1,Japanese
Bros Pizza,"Italian, Pizza",57,4.0,1611,cuisine_1,Italian
Wunderkammer Drinking & Dining,"Austrian, International",65,4.0,1612,cuisine_1,Austrian
Hopfen & Malz,"Austrian, European",58,4.0,1613,cuisine_1,Austrian
Coffee Junkie,"Coffee & Tea, Cafe",22,4.5,1614,cuisine_1,Coffee & Tea
Cafe-Konditorei Aida,"Coffee & Tea, Austrian",136,3.5,1615,cuisine_1,Coffee & Tea
Aida Cafe-Konditorei,"Coffee & Tea, Austrian",138,3.5,1616,cuisine_1,Coffee & Tea
Tastery,"Specialty Food Market, Cafe",14,5.0,1617,cuisine_1,Specialty Food Market
Starbucks,"Coffee & Tea, American",152,3.5,1618,cuisine_1,Coffee & Tea
CHUAN - Contemporary Chinese Cuisine,"Chinese, Asian",14,4.5,1619,cuisine_1,Chinese
Eatalia,Italian,22,4.5,1620,cuisine_1,Italian
Kurkonditorei Oberlaa,"Bakeries, Austrian",26,4.0,1621,cuisine_1,Bakeries
Shakespeare Pub,"Bars & Pubs, Pub",24,5.0,1622,cuisine_1,Bars & Pubs
The Bogside Inn,"Irish, Bar",30,4.0,1623,cuisine_1,Irish
Pizzeria Riva Italia,"Italian, Pizza",15,4.5,1624,cuisine_1,Italian
Pizzeria Il Rione,"Quick Bites, Italian",16,4.5,1625,cuisine_1,Quick Bites
Karl Lentner Weingut & Heuriger,"Austrian, European",14,4.5,1626,cuisine_1,Austrian
Schlicht Vegan Restaurant,,8,5.0,1627,cuisine_1,
"Gaststatte ""Zur Fabrik""","Austrian, Bar",32,4.0,1628,cuisine_1,Austrian
Collina Am Berg,"Austrian, International",7,5.0,1629,cuisine_1,Austrian
Kent Restaurant Penzing,"Turkish, Middle Eastern",42,4.0,1630,cuisine_1,Turkish
Fruth - Chocolaterie Patisserie au Marche,"Dessert, Cafe",20,4.5,1631,cuisine_1,Dessert
Pizzeria Lievito 48 Am Markt,"Italian, Pizza",9,5.0,1632,cuisine_1,Italian
Naturkost St. Josef,"Austrian, European",26,4.5,1633,cuisine_1,Austrian
Da Luigi,"Italian, Pizza",100,3.5,1634,cuisine_1,Italian
Steirerhof,"Austrian, European",41,4.0,1635,cuisine_1,Austrian
Sino1,"Chinese, Japanese",23,4.0,1636,cuisine_1,Chinese
Himmelblau,"Austrian, Cafe",97,4.0,1637,cuisine_1,Austrian
Justizcafe,"Austrian, Cafe",71,4.0,1638,cuisine_1,Austrian
Diyar Restaurant Cafe Etli Ekmek,Turkish,7,5.0,1639,cuisine_1,Turkish
Tasty Asia,"Chinese, Japanese",19,4.5,1640,cuisine_1,Chinese
Berliner Restaurant,"Barbecue, European",14,4.5,1641,cuisine_1,Barbecue
Mr. Liao,"Chinese, Sushi",18,4.5,1642,cuisine_1,Chinese
NeverRest - The RESTaurANT,"Cafe, International",7,5.0,1643,cuisine_1,Cafe
Anker,"Dessert, Cafe",36,4.0,1644,cuisine_1,Dessert
Schwarzer Rabe,"German, Brew Pub",25,4.0,1645,cuisine_1,German
Napoli Centrale,"Italian, Pizza",15,4.5,1646,cuisine_1,Italian
Lord of S Restaurant,"Lebanese, Mediterranean",60,4.0,1647,cuisine_1,Lebanese
Cafe Restaurant Pan,"Austrian, International",26,4.5,1648,cuisine_1,Austrian
Don't call it pizza,"Italian, Pizza",19,4.0,1649,cuisine_1,Italian
Dorotheum - Cafe,"Coffee & Tea, Austrian",28,4.0,1650,cuisine_1,Coffee & Tea
Würstelstand Kupferschmiedgasse,"German, Austrian",27,4.0,1651,cuisine_1,German
VeVi Restaurant,"Asian, Fusion",8,5.0,1652,cuisine_1,Asian
Edo Sushi Wien,"Japanese, Sushi",26,4.5,1653,cuisine_1,Japanese
Pizzeria Ristorante Toscana,"Italian, Pizza",17,4.5,1654,cuisine_1,Italian
Natu,"Chinese, Sushi",13,4.5,1655,cuisine_1,Chinese
Cafe Josefine,"Coffee & Tea, Cafe",38,4.5,1656,cuisine_1,Coffee & Tea
Feuerdorf Prater,"Barbecue, European",21,4.5,1657,cuisine_1,Barbecue
LA VITA E BELLA,"Italian, Mediterranean",38,4.5,1658,cuisine_1,Italian
Ebi 1,"Japanese, Sushi",121,3.5,1659,cuisine_1,Japanese
Gasthaus Sapa,"Asian, Vietnamese",132,3.5,1660,cuisine_1,Asian
Zypresse,"Mediterranean, Turkish",16,5.0,1661,cuisine_1,Mediterranean
Elvira's Restaurant,"European, Eastern European",69,4.0,1662,cuisine_1,European
THE FLAVE of Vienna,"Bar, European",32,4.0,1663,cuisine_1,Bar
Rochus,"Bar, European",293,3.5,1664,cuisine_1,Bar
Wasabi,"Japanese, Sushi",30,4.5,1665,cuisine_1,Japanese
Trzesniewski,"Austrian, Fast Food",39,4.0,1666,cuisine_1,Austrian
Limón ,"Italian, French",26,4.0,1667,cuisine_1,Italian
Agrodolce,"Italian, Mediterranean",13,5.0,1668,cuisine_1,Italian
Zahel Weinbau,"Austrian, European",47,4.0,1669,cuisine_1,Austrian
Cafe Raimund,"Austrian, Cafe",296,3.5,1670,cuisine_1,Austrian
Moby Dick - Cocktailbar & Eatery,"Bar, Cafe",15,4.5,1671,cuisine_1,Bar
Selbstverstandlich Strandbeisl,"Austrian, European",109,3.5,1672,cuisine_1,Austrian
Ristorante Pizzeria Ischia,"Italian, Pizza",59,4.0,1673,cuisine_1,Italian
Cafe Am Park,Cafe,12,5.0,1674,cuisine_1,Cafe
AIDA,"Bakeries, Austrian",20,4.5,1675,cuisine_1,Bakeries
Damla Backshop,"European, Turkish",26,4.0,1676,cuisine_1,European
Arcobaleno- Trattoria da Massimo,"Italian, European",20,4.5,1677,cuisine_1,Italian
Restaurant Dschunke,"Chinese, Japanese",38,4.0,1678,cuisine_1,Chinese
Cafe Gitarre,"Bar, Pub",19,4.5,1679,cuisine_1,Bar
Berger & Lohn,"Austrian, European",15,4.5,1680,cuisine_1,Austrian
Hofzeile 27,"Austrian, International",35,4.5,1681,cuisine_1,Austrian
American Cocktail Bar New York,,42,4.0,1682,cuisine_1,
Goldene Zeiten,"Chinese, Asian",104,3.5,1683,cuisine_1,Chinese
Diwan Holzkohlen Grill,Turkish,52,4.0,1684,cuisine_1,Turkish
Das Moped,"Bar, Pub",27,4.5,1685,cuisine_1,Bar
Pizzeria Venezia,"Italian, Pizza",42,4.0,1686,cuisine_1,Italian
Oysterini cafe,"French, Seafood",8,5.0,1687,cuisine_1,French
Veganista Ice Cream IV,"Dessert, Diner",16,4.5,1688,cuisine_1,Dessert
Rauwolf Westfield SCS,"Coffee & Tea, Cafe",35,4.0,1689,cuisine_1,Coffee & Tea
Pizzeria Mediterrano,"Italian, Pizza",46,4.0,1690,cuisine_1,Italian
Das Assmayer,"Austrian, European",38,4.5,1691,cuisine_1,Austrian
Propeller,"Cafe, European",51,3.5,1692,cuisine_1,Cafe
Rivijera Grill & Fisch Restaurant,"Austrian, Barbecue",29,4.0,1693,cuisine_1,Austrian
L'Attimo Kaffee Bistrot Am Belvedere,"Coffee & Tea, Italian",13,4.5,1694,cuisine_1,Coffee & Tea
China Restaurant Hietzing,"Chinese, Asian",36,4.0,1695,cuisine_1,Chinese
Seoul,"Asian, Korean",78,4.0,1696,cuisine_1,Asian
Restaurant Zum Goldenen Lowen,Pizza,34,4.0,1697,cuisine_1,Pizza
Salud Mexican Restaurant & Bar,"Mexican, Latin",157,3.5,1698,cuisine_1,Mexican
Holzofenbäckerei Gragger & Cie Spiegelgasse,"Bakeries, Austrian",36,4.5,1699,cuisine_1,Bakeries
Opern Schnitzel,,23,4.5,1700,cuisine_1,
Akakiko,"Japanese, Sushi",203,3.5,1701,cuisine_1,Japanese
Dorfheuriger Breitenlee,"Austrian, Central European",36,4.0,1702,cuisine_1,Austrian
Ruffino,"Italian, Pizza",59,3.5,1703,cuisine_1,Italian
Casolaro Bros,Italian,8,5.0,1704,cuisine_1,Italian
Gschamster Diener,"German, Austrian",42,4.0,1705,cuisine_1,German
Alter Bach-Hengl,"German, Austrian",226,3.5,1706,cuisine_1,German
Zum Gemutlichen Weinhauser,"German, Austrian",17,4.5,1707,cuisine_1,German
Mani in Vierten,"Austrian, Cafe",18,4.0,1708,cuisine_1,Austrian
Honu Tiki Bowls,"Asian, Hawaiian",48,4.0,1709,cuisine_1,Asian
Franco Cafe-Ristorante-Pizzeria,"Italian, Pizza",62,4.0,1710,cuisine_1,Italian
Lil´Italy,"Italian, Pizza",66,3.5,1711,cuisine_1,Italian
QUO CHING,"Chinese, Asian",28,4.5,1712,cuisine_1,Chinese
Pizzeria da Salvatore,"Italian, Pizza",38,4.0,1713,cuisine_1,Italian
Noodlez,Asian,23,4.5,1714,cuisine_1,Asian
Meinz Die Wohlfuhlbar,Bar,25,4.5,1715,cuisine_1,Bar
Cafe Nest,"Coffee & Tea, Cafe",32,4.5,1716,cuisine_1,Coffee & Tea
Wolfgang Coffee,"Coffee & Tea, Cafe",12,5.0,1717,cuisine_1,Coffee & Tea
Café Kafka,"Coffee & Tea, Austrian",51,4.0,1718,cuisine_1,Coffee & Tea
Fladerei Berggasse,European,28,4.5,1719,cuisine_1,European
Gelati Alberti,"Dessert, Italian",20,4.5,1720,cuisine_1,Dessert
Pingpong Restaurant & Bar,Asian,12,4.5,1721,cuisine_1,Asian
Space Burger,Fast Food,22,4.5,1722,cuisine_1,Fast Food
Podium,European,29,4.0,1723,cuisine_1,European
Schneider-Gossl,"Austrian, European",55,4.0,1724,cuisine_1,Austrian
HERNALS. Kebap Pizza,"Italian, Mediterranean",17,5.0,1725,cuisine_1,Italian
"Nordindisches Restaurant ""Guru""",Indian,15,4.5,1726,cuisine_1,Indian
Gefrorenes - Eis wie damals,,28,4.0,1727,cuisine_1,
Kotor Vienna City bar,Wine Bar,28,4.5,1728,cuisine_1,Wine Bar
La Bella Vita,"Italian, Pizza",57,4.0,1729,cuisine_1,Italian
Seerestaurant Oase,"Austrian, European",30,4.0,1730,cuisine_1,Austrian
Hildebrandt Cafe,Cafe,27,4.0,1731,cuisine_1,Cafe
SNEAK IN,"Cafe, Healthy",75,4.0,1732,cuisine_1,Cafe
Hitomi,"Chinese, Japanese",50,4.0,1733,cuisine_1,Chinese
das café (ehemals das moebel das café),"Bar, Cafe",145,3.5,1734,cuisine_1,Bar
Capsule - Salon de Champagne,French,14,4.5,1735,cuisine_1,French
Feinkosterei Neuer Markt,"Austrian, European",36,4.0,1736,cuisine_1,Austrian
Heuriger Stippert,"Austrian, European",20,4.5,1737,cuisine_1,Austrian
Rinkhy Delikatessen Bar,"Seafood, European",26,4.5,1738,cuisine_1,Seafood
Cafe Nil,"Cafe, Mediterranean",44,3.5,1739,cuisine_1,Cafe
Mabel's No90,"Bars & Pubs, Bar",27,4.0,1740,cuisine_1,Bars & Pubs
Eduardo,"Italian, Pizza",85,3.5,1741,cuisine_1,Italian
Trixie Kiddo's New Smoked BBQ,Barbecue,11,4.5,1742,cuisine_1,Barbecue
Gugumuck,"Austrian, European",14,5.0,1743,cuisine_1,Austrian
Ramiengo,"Sushi, Asian",122,3.5,1744,cuisine_1,Sushi
Weibls Wirtshaus,"Austrian, European",44,4.0,1745,cuisine_1,Austrian
Ammos Restaurant Mödling,Greek,27,4.5,1746,cuisine_1,Greek
Radici Restaurant,Italian,29,4.0,1747,cuisine_1,Italian
Babette's - Spice & Books for Cooks,Cafe,26,4.5,1748,cuisine_1,Cafe
DOTS Palais,"Chinese, Asian",57,4.0,1749,cuisine_1,Chinese
Arco,"Austrian, European",19,4.5,1750,cuisine_1,Austrian
Kostas Oyzerie-Kafe,"Mediterranean, Greek",84,3.5,1751,cuisine_1,Mediterranean
Restaurant Schesch Besch,Middle Eastern,91,3.5,1752,cuisine_1,Middle Eastern
Torterrie,Dessert,14,4.5,1753,cuisine_1,Dessert
Wienerwald,Austrian,406,3.5,1754,cuisine_1,Austrian
Minh Khiem Vietnamese Food,"Asian, Vietnamese",23,4.5,1755,cuisine_1,Asian
Der Winzerhof,"Austrian, European",35,4.5,1756,cuisine_1,Austrian
Das Lange Pub Und Beisl,"Bar, Pub",13,4.5,1757,cuisine_1,Bar
Kent Restaurant,"Mediterranean, Turkish",196,3.5,1758,cuisine_1,Mediterranean
Gelateria Hoher Markt,"Dessert, Italian",113,4.0,1759,cuisine_1,Dessert
O.S.B. Oriental Sandwich Bar,"Mediterranean, Street Food",20,4.5,1760,cuisine_1,Mediterranean
Manameierei,Cafe,56,4.0,1761,cuisine_1,Cafe
All’italiana,"Italian, Pizza",45,4.0,1762,cuisine_1,Italian
Caffe a Casa,"Coffee & Tea, Cafe",25,4.5,1763,cuisine_1,Coffee & Tea
A Barraca,"Mediterranean, European",66,4.0,1764,cuisine_1,Mediterranean
Baschly,"Fast Food, Mediterranean",13,5.0,1765,cuisine_1,Fast Food
Wiltschko Weinbau,"Austrian, European",52,4.0,1766,cuisine_1,Austrian
The Golden Harp - Irish Pub Josefstadt,"Bar, Pub",15,4.5,1767,cuisine_1,Bar
Josefinenhütte,"Austrian, Pub",43,4.0,1768,cuisine_1,Austrian
Meierei Schonbrunn,"Dessert, Austrian",39,4.0,1769,cuisine_1,Dessert
Everybody's Darling ESSZIMMER,"Contemporary, Diner",17,4.0,1770,cuisine_1,Contemporary
Bierosophie,"German, Austrian",25,4.5,1771,cuisine_1,German
Expedit,"Italian, Mediterranean",74,4.0,1772,cuisine_1,Italian
Restaurant Beograd,European,120,3.5,1773,cuisine_1,European
La Dolce Vita,"Italian, Pizza",21,4.5,1774,cuisine_1,Italian
Nayeb Restaurant,"Middle Eastern, Persian",37,4.0,1775,cuisine_1,Middle Eastern
Gasthaus Krippl,"Austrian, European",18,4.5,1776,cuisine_1,Austrian
YuZu Running Sushi,"Chinese, Japanese",16,4.5,1777,cuisine_1,Chinese
Vytopna,"Steakhouse, Bar",52,3.5,1778,cuisine_1,Steakhouse
Strock Brot Gmbh,"Dessert, Austrian",20,4.5,1779,cuisine_1,Dessert
Coopers Nr 1,,9,5.0,1780,cuisine_1,
Schutzhaus Waidaecker,"Austrian, European",25,4.5,1781,cuisine_1,Austrian
Bar Campari,European,70,3.5,1782,cuisine_1,European
Tart'a Tata,"Coffee & Tea, Cafe",33,4.0,1783,cuisine_1,Coffee & Tea
Landia,"European, Central European",76,4.0,1784,cuisine_1,European
Levante Walfischgasse,"European, Central European",26,4.0,1785,cuisine_1,European
Taco Tante,"Mexican, Bar",19,4.5,1786,cuisine_1,Mexican
Bistro Porto,"Italian, European",18,4.5,1787,cuisine_1,Italian
Kurkonditorei Oberlaa,"Bakeries, Austrian",54,4.0,1788,cuisine_1,Bakeries
Tyroler Stub'n - Zum Michl,"Austrian, European",31,4.0,1789,cuisine_1,Austrian
Homolje Grill Mexikoplatz,"American, Austrian",31,4.5,1790,cuisine_1,American
elena's,"Fast Food, Deli",16,4.5,1791,cuisine_1,Fast Food
Stoeckl im Park,"Austrian, Brew Pub",168,3.5,1792,cuisine_1,Austrian
Cafe Tirolerhof,"Coffee & Tea, Austrian",429,3.5,1793,cuisine_1,Coffee & Tea
Green Cottage,"Chinese, Asian",37,4.0,1794,cuisine_1,Chinese
Kai's Asian Food,"Chinese, Japanese",38,4.0,1795,cuisine_1,Chinese
Flokal,Austrian,28,4.5,1796,cuisine_1,Austrian
do-an,"Austrian, European",27,4.0,1797,cuisine_1,Austrian
