title,cuisines,reviews,star rating,restaurant serial number,cuisines_melt,cuisines_all
DoN Flavour District - Austro Tower,"Italian, American",1,5.0,3647,cuisine_2, American
DoN Flavour District - DC Tower,"Italian, Austrian",1,5.0,3648,cuisine_2, Austrian
Wurstelstand am Schottentor - Steinmetz-Gastro,,3,3.5,3649,cuisine_2,
Weingut Georg Nigl,"Austrian, European",2,5.0,3650,cuisine_2, European
Würstl Kebap,"Quick Bites, Turkish",1,5.0,3651,cuisine_2, Turkish
Cafe Danis,"Austrian, European",1,5.0,3652,cuisine_2, European
Wirtshaus Zur Elektrischen,"Austrian, European",1,5.0,3653,cuisine_2, European
Wein und Kunst,"Austrian, European",6,4.0,3654,cuisine_2, European
Café Casa Caria,"Italian, Cafe",1,5.0,3655,cuisine_2, Cafe
Restaurant Goldene Rose,,4,4.0,3656,cuisine_2,
Der Schnellimbiss,"French, Seafood",1,5.0,3657,cuisine_2, Seafood
Noodle King,,6,3.5,3658,cuisine_2,
Buddha Bowls by elena´s 1010,"European, Asian",1,5.0,3659,cuisine_2, Asian
Das Gru,"Bars & Pubs, Bar",1,5.0,3660,cuisine_2, Bar
Zuckerkringel eU,Cafe,2,5.0,3661,cuisine_2,
Restaurant Acapulco,"Mexican, Peruvian",23,3.5,3662,cuisine_2, Peruvian
Eurosnacks Kebab & Pizza,"Pizza, Mediterranean",1,5.0,3663,cuisine_2, Mediterranean
Marktwirtschaft,,3,4.0,3664,cuisine_2,
Restaurant Nar,Turkish,8,4.0,3665,cuisine_2,
TeigWare,,2,5.0,3666,cuisine_2,
Cafe Konditorei Madlik,,1,5.0,3667,cuisine_2,
Wannenmacher,"Bakeries, German",3,4.0,3668,cuisine_2, German
Cafe Konditorei Bredendick,,2,4.5,3669,cuisine_2,
Trattoria Daniele,"Italian, Pizza",1,5.0,3670,cuisine_2, Pizza
Restaurant Sophia,Pizza,2,4.0,3671,cuisine_2,
Erbsenbach,"Austrian, European",5,3.5,3672,cuisine_2, European
Hitomi plus 1040,,1,5.0,3673,cuisine_2,
Pizzeria 2000,Pizza,4,4.5,3674,cuisine_2,
Schnitzelhaus Sild,Fast Food,2,3.5,3675,cuisine_2,
Quartier WeinandGenuss,,1,5.0,3676,cuisine_2,
Sechshauserwirt,,2,4.0,3677,cuisine_2,
Kimbo Dogs,"American, Fast Food",1,5.0,3678,cuisine_2, Fast Food
Asia Restaurant Ying,,5,4.0,3679,cuisine_2,
Buschenschank Wanderer am Fuße des Nussbergs,Diner,2,4.5,3680,cuisine_2,
Paul und Anna,,5,3.5,3681,cuisine_2,
Shisoya,"Sushi, Asian",3,3.5,3682,cuisine_2, Asian
Gusto,,3,4.5,3683,cuisine_2,
Aida,"Bakeries, Cafe",10,3.5,3684,cuisine_2, Cafe
9Delou,Chinese,6,3.5,3685,cuisine_2,
Camping Buffet Restaurant Koller,"Austrian, Cafe",9,3.5,3686,cuisine_2, Cafe
Schaltwerk GastronomiebetriebsGmbH,"Bars & Pubs, Bar",3,4.5,3687,cuisine_2, Bar
Häuserl Am Himmel,"Austrian, European",8,3.5,3688,cuisine_2, European
Würstelbuffet Zum Seidl,"Austrian, European",2,5.0,3689,cuisine_2, European
Kaiser Garten,Chinese,6,3.5,3690,cuisine_2,
Crown And Sword Restaurant Dart-pub,"Austrian, European",2,4.0,3691,cuisine_2, European
Huber's Sandwich,Fast Food,1,5.0,3692,cuisine_2,
Weinhof Reichl,"Austrian, European",8,3.5,3693,cuisine_2, European
Enoteca Amici Mei,"Deli, Wine Bar",6,3.5,3694,cuisine_2, Wine Bar
Mc Cafe,,27,3.5,3695,cuisine_2,
Da Contessa,"Italian, Austrian",28,3.5,3696,cuisine_2, Austrian
Backerei Schwarz,"Austrian, European",1,5.0,3697,cuisine_2, European
Little Italian Deli,Italian,1,5.0,3698,cuisine_2,
Lignano,Italian,3,4.5,3699,cuisine_2,
Starbucks Millennium City,"Coffee & Tea, Cafe",22,3.5,3700,cuisine_2, Cafe
Fisch-Gruber Feinfischspezialitaeten,Seafood,25,3.5,3701,cuisine_2,
Zeera,"Indian, Middle Eastern",1,5.0,3702,cuisine_2, Middle Eastern
Peter & Paul Deli & Bistro,"Austrian, International",3,4.0,3703,cuisine_2, International
Ois In An,,1,5.0,3704,cuisine_2,
Plutzerbrau,"Austrian, Brew Pub",334,3.0,3705,cuisine_2, Brew Pub
Pizzeria Napoli 1926,"Italian, Neapolitan",3,3.5,3706,cuisine_2, Neapolitan
Fontana Ristorante Pizzeria,,1,5.0,3707,cuisine_2,
Karafirin,Turkish,2,4.5,3708,cuisine_2,
Bäckerei (bakery) Ohel,"Bakeries, Cafe",1,5.0,3709,cuisine_2, Cafe
Community Vienna,"Pizza, Grill",18,3.5,3710,cuisine_2, Grill
Calea Dinner Club,"Austrian, International",10,3.5,3711,cuisine_2, International
Misada - Kosher Restautant,Israeli,1,5.0,3712,cuisine_2,
GOA Wok'n'Roll,"Indian, Asian",13,3.0,3713,cuisine_2, Asian
Weinbau Nigl,,2,4.5,3714,cuisine_2,
Cafe Hummel,,5,3.5,3715,cuisine_2,
Gavaz,,9,4.0,3716,cuisine_2,
ZIMMER37,,9,3.5,3717,cuisine_2,
Velo Beach Bar,Bar,1,5.0,3718,cuisine_2,
Sattva Vegan,"American, Austrian",3,3.5,3719,cuisine_2, Austrian
Ströck - Ringturm,Cafe,4,4.0,3720,cuisine_2,
Sushi Bar & Vegie Food,Sushi,2,4.5,3721,cuisine_2,
Splash Grill-Restaurant,,3,4.0,3722,cuisine_2,
Cafe Auszeit,Greek,3,4.0,3723,cuisine_2,
Cafe & Lounge Style,"Coffee & Tea, Bar",1,5.0,3724,cuisine_2, Bar
Noodle King,,1,5.0,3725,cuisine_2,
SOS The Bar,"Austrian, European",5,4.0,3726,cuisine_2, European
Starbucks,"Coffee & Tea, Cafe",9,3.5,3727,cuisine_2, Cafe
Ramelle Eis,"Italian, French",1,5.0,3728,cuisine_2, French
De Rocco,"Dessert, Italian",2,4.0,3729,cuisine_2, Italian
Tom's Schmankerl,"Austrian, European",9,4.0,3730,cuisine_2, European
Hali's - natürlich frische Küche,"Italian, Fast Food",1,5.0,3731,cuisine_2, Fast Food
Kohlroserlhaus,"Austrian, European",19,3.5,3732,cuisine_2, European
Eissalon Eisstanitzl Stadlau,,4,4.5,3733,cuisine_2,
La Cintura,Italian,6,3.5,3734,cuisine_2,
Hinz & Kunz,"Bars & Pubs, Italian",5,3.5,3735,cuisine_2, Italian
Teapleaseshop,,1,5.0,3736,cuisine_2,
Vettore Coffee,Cafe,2,4.5,3737,cuisine_2,
Atelier TM Vienna,"Austrian, European",1,5.0,3738,cuisine_2, European
Waffelwerkstatt,,8,4.0,3739,cuisine_2,
EIS Liebe,Cafe,6,3.5,3740,cuisine_2,
Asian Pockets,,4,4.0,3741,cuisine_2,
Baeckerei Walter Dacho,Cafe,6,3.5,3742,cuisine_2,
Modi1080,,17,3.0,3743,cuisine_2,
Schnitzlland,"Austrian, Fast Food",10,4.0,3744,cuisine_2, Fast Food
Pizzeria Giuseppe,"Italian, Pizza",36,3.0,3745,cuisine_2, Pizza
Cafe-Konditorei Aida,"Coffee & Tea, Cafe",6,4.0,3746,cuisine_2, Cafe
Kennys Am Reumannplatz,"Quick Bites, Hawaiian",3,3.5,3747,cuisine_2, Hawaiian
Buschenschank Gilg,"Austrian, European",13,3.5,3748,cuisine_2, European
Adisch Restaurant,"Bar, Cafe",1,5.0,3749,cuisine_2, Cafe
Pizza Mann,"Italian, American",3,4.0,3750,cuisine_2, American
Restaurant Fernbedienung,Italian,3,4.5,3751,cuisine_2,
Pizzeria Pomod'oro,,1,5.0,3752,cuisine_2,
Restaurant Lovac 1170,,1,5.0,3753,cuisine_2,
Walter Cewapi Wien Mitte,Grill,5,3.5,3754,cuisine_2,
Biavarol & Enoteca da Lucio,"Italian, NorthernItalian",2,4.5,3755,cuisine_2, NorthernItalian
Vapiano,"Quick Bites, Italian",43,3.0,3756,cuisine_2, Italian
Mangal,Grill,1,5.0,3757,cuisine_2,
Coffeeshop Company,Coffee & Tea,11,3.5,3758,cuisine_2,
Ginza Yi Pin,,6,3.5,3759,cuisine_2,
Cafe - Bar Augenblick,,3,4.5,3760,cuisine_2,
Anker AKH Wien,,4,4.5,3761,cuisine_2,
Restaurant Atzgersdorf,"Austrian, European",7,4.0,3762,cuisine_2, European
Donau Restaurant Kritzendorf,European,8,3.5,3763,cuisine_2,
Backerei Scherleithner,"Bakeries, German",1,5.0,3764,cuisine_2, German
Wintergarten,International,2,4.5,3765,cuisine_2,
Hey! Hot Pot,Chinese,8,3.5,3766,cuisine_2,
Buschenschank Fuchs,"Austrian, European",6,3.5,3767,cuisine_2, European
neuDeli,Fast Food,2,4.5,3768,cuisine_2,
Le Firin,"Coffee & Tea, Cafe",18,3.0,3769,cuisine_2, Cafe
Hotel Restaurant USUS im Schauspielhaus,"Austrian, European",1,5.0,3770,cuisine_2, European
Schokov,"Austrian, European",1,5.0,3771,cuisine_2, European
Cafe Piazza,,1,5.0,3772,cuisine_2,
McDonald's,"Quick Bites, Fast Food",5,3.5,3773,cuisine_2, Fast Food
Eissalon Fronza Eis Cafe Lounge Bar,,25,3.5,3774,cuisine_2,
Das Bootshaus,European,16,3.5,3775,cuisine_2,
La Pasteria,"Italian, Mediterranean",52,3.5,3776,cuisine_2, Mediterranean
Asia Restaurant,Asian,8,3.5,3777,cuisine_2,
Plan Bio,,3,4.0,3778,cuisine_2,
Ocakbasi,,6,3.5,3779,cuisine_2,
Pizzeria Francesco,"Italian, Pizza",1,5.0,3780,cuisine_2, Pizza
Lala's Kitchen,Chinese,2,4.0,3781,cuisine_2,
Heurigen Sommerbauer,"German, Austrian",11,3.0,3782,cuisine_2, Austrian
165 Burger Restaurant Lugner City,"Quick Bites, Austrian",3,3.5,3783,cuisine_2, Austrian
Indianfoodland GmbH,Indian,1,5.0,3784,cuisine_2,
Vienna Welcome Center Operngasse 8,"Austrian, European",3,3.5,3785,cuisine_2, European
Scheiterer Fleischerei,"Austrian, European",1,5.0,3786,cuisine_2, European
Leberkas- Pepi,,1,5.0,3787,cuisine_2,
Cafe Monte,Coffee & Tea,2,3.5,3788,cuisine_2,
Buschenschank Franz Rauscher,"Austrian, European",1,5.0,3789,cuisine_2, European
Swaad,,2,4.0,3790,cuisine_2,
Geier. Die Baeckerei,Coffee & Tea,5,3.5,3791,cuisine_2,
Studiobar,"Bar, Cafe",1,5.0,3792,cuisine_2, Cafe
Restaurant Al Zaytouna,"Lebanese, Mediterranean",1,5.0,3793,cuisine_2, Mediterranean
Sams Steak & More,"Austrian, European",1,5.0,3794,cuisine_2, European
Food&Mood,"American, Austrian",1,5.0,3795,cuisine_2, Austrian
Rosenstein,"Austrian, International",2,5.0,3796,cuisine_2, International
Cafe Europa,"Bar, Cafe",112,3.5,3797,cuisine_2, Cafe
Grillhaus Markic,"Mediterranean, European",1,5.0,3798,cuisine_2, European
Biomeisel,"Austrian, European",3,3.5,3799,cuisine_2, European
Backerei Schwarz,"Bakeries, Cafe",6,3.5,3800,cuisine_2, Cafe
Wien-Donaustadt,Italian,2,4.5,3801,cuisine_2,
Heuriger Ernst Huber Neustift,"Austrian, European",1,5.0,3802,cuisine_2, European
The Doghaus Vienna,Beer restaurants,4,4.0,3803,cuisine_2,
Café Francais im Stadtpark,"European, Central European",31,3.5,3804,cuisine_2, Central European
Adut Grill Vienna,"Austrian, Barbecue",1,5.0,3805,cuisine_2, Barbecue
Mayer & Freunde,"French, Bar",4,3.5,3806,cuisine_2, Bar
Cafe Buon Giorno - Eissalon,,3,4.0,3807,cuisine_2,
Bonka-Das Wirtshaus im Wienerwald,"Austrian, European",2,5.0,3808,cuisine_2, European
Restaurant Cenaro,"Austrian, European",35,3.0,3809,cuisine_2, European
Tata X,"Bar, Asian",3,3.5,3810,cuisine_2, Asian
Wokhouse,Asian,1,5.0,3811,cuisine_2,
KFC,"Quick Bites, American",90,3.0,3812,cuisine_2, American
Wok Weili Asiatisches Restaurant,"Chinese, Asian",7,3.5,3813,cuisine_2, Asian
Ilkim,"Mediterranean, Arabic",2,4.0,3814,cuisine_2, Arabic
Musa Elmazi,"Austrian, European",1,5.0,3815,cuisine_2, European
Vietnam,Vietnamese,2,5.0,3816,cuisine_2,
Weinhandwerk,"Austrian, European",13,3.5,3817,cuisine_2, European
Restaurant Green,"Chinese, Asian",4,4.0,3818,cuisine_2, Asian
Nostos Restaurant,,3,4.5,3819,cuisine_2,
Le Bistrot,,1,4.0,3820,cuisine_2,
Larenta Vienna,,6,3.5,3821,cuisine_2,
Eissalon Am Schubertpark,,1,4.0,3822,cuisine_2,
Heine's,"Coffee & Tea, Bar",1,4.0,3823,cuisine_2, Bar
Weingut & Heuriger Leopold Zeller,"Austrian, European",1,5.0,3824,cuisine_2, European
Cafe Zeit,"Coffee & Tea, Bar",1,5.0,3825,cuisine_2, Bar
Schutzhaus Meidling,International,9,3.0,3826,cuisine_2,
Tauber,Cafe,2,4.5,3827,cuisine_2,
Balkan Burek Holzkohlegrill,,1,5.0,3828,cuisine_2,
Stroeck,"Bakeries, Fast Food",8,3.5,3829,cuisine_2, Fast Food
Anthony's bar,,2,4.0,3830,cuisine_2,
Waldmeierei Liechtenstein,"Austrian, Pizza",10,3.5,3831,cuisine_2, Pizza
Café Leopold,"Bar, Cafe",10,3.5,3832,cuisine_2, Cafe
Restaurant Friedl,,3,4.0,3833,cuisine_2,
Volare,"Italian, Pizza",31,3.0,3834,cuisine_2, Pizza
Pappel - Das Sozialkulturelle Beisl,,2,4.5,3835,cuisine_2,
Strudlkuchl,"Austrian, European",2,4.0,3836,cuisine_2, European
Berliner Babo Mariahilferstraße,"American, Bar",1,4.0,3837,cuisine_2, Bar
Tauber Brötchen,,7,3.5,3838,cuisine_2,
Lins kitchen,"Chinese, Sushi",1,4.0,3839,cuisine_2, Sushi
Waffelbar,,4,4.0,3840,cuisine_2,
Xund UnXund,,1,5.0,3841,cuisine_2,
La cantine,"Austrian, International",2,4.0,3842,cuisine_2, International
Casa Miorița,"European, Romanian",1,4.0,3843,cuisine_2, Romanian
Fleischerei Johann Pfennigbauer,"Austrian, European",1,5.0,3844,cuisine_2, European
Ristorante Mittano Pizzeria,"Italian, Pizza",4,4.0,3845,cuisine_2, Pizza
Confiserie Zur Lerche,,1,5.0,3846,cuisine_2,
Maxx by Steigenberger Vienna,,2,3.5,3847,cuisine_2,
Rosehill Foodpark Deutsch-Wagram,"Italian, Austrian",16,3.5,3848,cuisine_2, Austrian
UMA Poke Bowls,"Sushi, Hawaiian",1,4.0,3849,cuisine_2, Hawaiian
La Cantina Della Cucina Alchimia,"Fusion, Healthy",2,4.0,3850,cuisine_2, Healthy
McDonald's,"Quick Bites, Fast Food",2,4.0,3851,cuisine_2, Fast Food
Aycan Kebap,,1,5.0,3852,cuisine_2,
Heurigen Manhardt,European,13,3.0,3853,cuisine_2,
Gasthaus Tiroler Garten,"Austrian, European",17,3.5,3854,cuisine_2, European
Cafe Demi,Coffee & Tea,2,3.5,3855,cuisine_2,
Akakiko Restaurant,"Japanese, Sushi",36,3.0,3856,cuisine_2, Sushi
Saint Charles Alimentary,,1,5.0,3857,cuisine_2,
Gasthaus Timo,"Austrian, European",1,4.0,3858,cuisine_2, European
Pizza OAse,"Italian, Pizza",1,4.0,3859,cuisine_2, Pizza
Gasthaus zum Buchenbeisl,"German, Austrian",1,4.0,3860,cuisine_2, Austrian
Wip’s Soulfood,"American, Cafe",1,4.0,3861,cuisine_2, Cafe
Weinbau Der Stadlmann,"Austrian, European",2,4.0,3862,cuisine_2, European
Radatz Fleischerei & Wiener Küche Rochusmarkt,"Specialty Food Market, Austrian",14,3.5,3863,cuisine_2, Austrian
Karins Radlertreff,"Austrian, European",2,5.0,3864,cuisine_2, European
ORGANICS Sky Garden,"Bar, Asian",4,3.5,3865,cuisine_2, Asian
Ströck - Gumpendorfer Straße,,1,4.0,3866,cuisine_2,
Riegler's Eis Salon,"Dessert, Cafe",16,3.5,3867,cuisine_2, Cafe
Fontana Bar,International,2,4.5,3868,cuisine_2,
MAZZES INSEL - Vienna's Kosher Restaurant,"Steakhouse, Austrian",2,3.5,3869,cuisine_2, Austrian
Schutzhaus Gross Jedlersdorf,European,9,4.0,3870,cuisine_2,
Fischinsel,"Seafood, Mediterranean",1,4.0,3871,cuisine_2, Mediterranean
Delicious,Fast Food,5,3.5,3872,cuisine_2,
Café Grande,"American, Austrian",1,4.0,3873,cuisine_2, Austrian
Anker,"Fast Food, International",1,5.0,3874,cuisine_2, International
Mueller's Bar Restaurant,"Austrian, European",1,5.0,3875,cuisine_2, European
Schutzhaus Blumenfreunde,"Austrian, European",1,5.0,3876,cuisine_2, European
Lucky Fen,"Chinese, Sushi",13,3.5,3877,cuisine_2, Sushi
Pineapple,Asian,3,4.5,3878,cuisine_2,
WELLMANN,"Austrian, European",1,5.0,3879,cuisine_2, European
Ströck - Lassalleestraße,,1,4.0,3880,cuisine_2,
Palmwedel,"German, Austrian",1,4.0,3881,cuisine_2, Austrian
Hitomi Q-Tower,"Sushi, Asian",1,4.0,3882,cuisine_2, Asian
Vitovec,,9,3.5,3883,cuisine_2,
Der Mann,,1,4.0,3884,cuisine_2,
Cafe Confiserie Moser,Cafe,3,4.5,3885,cuisine_2,
Anker,"Bakeries, Austrian",14,3.5,3886,cuisine_2, Austrian
Salettl im Motorikpark,"Quick Bites, Fast Food",2,3.5,3887,cuisine_2, Fast Food
Radler's Grill Imbiss,,9,3.5,3888,cuisine_2,
TÜWI Kultur,,1,5.0,3889,cuisine_2,
Felber,"Bakeries, Cafe",1,5.0,3890,cuisine_2, Cafe
F.A.S Fleisch am Spiess,Mediterranean,1,4.0,3891,cuisine_2,
Fisch & Feinkost Svoboda,"Seafood, Deli",11,3.5,3892,cuisine_2, Deli
Sportsbar Happyland,Diner,6,3.5,3893,cuisine_2,
Brot&burek,"Bakeries, Austrian",1,4.0,3894,cuisine_2, Austrian
Kurkonditorei Oberlaa - Gersthof,,2,4.0,3895,cuisine_2,
In Eat Out,Street Food,1,5.0,3896,cuisine_2,
Schilfhutte,"Bar, Cafe",3,3.5,3897,cuisine_2, Cafe
Salumeria Principe,Mediterranean,4,4.0,3898,cuisine_2,
Kod Starog Lovca,,1,4.0,3899,cuisine_2,
Wiki Wiki Poke,,1,4.0,3900,cuisine_2,
Pandalicious Asian Food,"Quick Bites, Asian",1,4.0,3901,cuisine_2, Asian
Baeckerei Schwarz,,3,3.5,3902,cuisine_2,
Tauber,"Coffee & Tea, Cafe",2,4.0,3903,cuisine_2, Cafe
Italgastro,"Italian, Pizza",30,3.0,3904,cuisine_2, Pizza
Walter Hochwarter Restaurant,,1,5.0,3905,cuisine_2,
Pizzeria Ristorante San Mateo,"Italian, CentralItalian",1,4.0,3906,cuisine_2, CentralItalian
Mannam,"Asian, Korean",4,3.5,3907,cuisine_2, Korean
Gasthof - Pension Gerhart,,1,5.0,3908,cuisine_2,
Gasthaus Zum Goldenen Anker,German,1,4.0,3909,cuisine_2,
Café Helga,Cafe,1,5.0,3910,cuisine_2,
Konditorei Oberdobling,"Coffee & Tea, Austrian",8,3.5,3911,cuisine_2, Austrian
Rock&food Scs,"American, Fast Food",2,3.5,3912,cuisine_2, Fast Food
Asia Restaurant Paradies,Chinese,3,4.0,3913,cuisine_2,
Fräulein's,,2,4.0,3914,cuisine_2,
Teddy's American Diner Millenium City,,1,4.0,3915,cuisine_2,
It's Amore,,2,3.5,3916,cuisine_2,
Urban Bistro,"Austrian, Bar",2,3.5,3917,cuisine_2, Bar
Kammerer Jun.,"Austrian, European",2,4.0,3918,cuisine_2, European
Felber EKZ Hernals,,5,3.5,3919,cuisine_2,
Trattoria Amici,,2,3.5,3920,cuisine_2,
Dem's Gourmet,Mediterranean,1,5.0,3921,cuisine_2,
Plovhaus,Uzbek,1,4.0,3922,cuisine_2,
Bratpfandl,"Austrian, European",8,3.5,3923,cuisine_2, European
Wiener Kavalier,"Austrian, European",18,3.0,3924,cuisine_2, European
Stroeck Filiale U-Bahn Karlsplatz,"Coffee & Tea, Cafe",10,3.5,3925,cuisine_2, Cafe
Cafe 7 Stairs,"Bars & Pubs, Italian",1,4.0,3926,cuisine_2, Italian
Franzensburg Café Meierei,"Austrian, European",4,3.5,3927,cuisine_2, European
Kaffeekontor,Austrian,2,4.5,3928,cuisine_2,
Gasthaus Zum Breitenseer,,3,3.5,3929,cuisine_2,
Adams Kebab,,6,3.5,3930,cuisine_2,
Gartencafé Mirage,Coffee & Tea,7,4.0,3931,cuisine_2,
Amterl,"Austrian, Bar",1,4.0,3932,cuisine_2, Bar
Wiener Mehlspeiskuchl Cafe Konditorei Tumpach,,2,4.0,3933,cuisine_2,
Gasthaus Strandcafe,"Austrian, European",6,3.0,3934,cuisine_2, European
Helmut Jaeger,Italian,1,5.0,3935,cuisine_2,
Office Lunch,"Austrian, European",9,3.5,3936,cuisine_2, European
Dario's Cooking Corner,"Italian, European",1,4.0,3937,cuisine_2, European
Stroeck,"Coffee & Tea, Cafe",10,3.5,3938,cuisine_2, Cafe
Koshary El Moalem,"Mediterranean, Middle Eastern",2,3.5,3939,cuisine_2, Middle Eastern
Kierlingerhof,"Austrian, European",5,4.0,3940,cuisine_2, European
Bauabet Alshark Resturant,,1,5.0,3941,cuisine_2,
La Creperia,"French, Seafood",185,3.0,3942,cuisine_2, Seafood
MullerGartner,,1,4.0,3943,cuisine_2,
Casa Mama,,1,5.0,3944,cuisine_2,
Bio Welt,Indian,1,5.0,3945,cuisine_2,
Pinki Hotdog,Fast Food,15,3.5,3946,cuisine_2,
Kaffein ,,3,3.5,3947,cuisine_2,
Perchtenstuberl,"Austrian, European",1,4.0,3948,cuisine_2, European
Curry me home,Soups,1,5.0,3949,cuisine_2,
Restaurant Jaipur Palace,Indian,20,3.0,3950,cuisine_2,
Vitavien - Stephansplatz,"Coffee & Tea, Cafe",5,3.5,3951,cuisine_2, Cafe
Anker,Coffee & Tea,2,3.5,3952,cuisine_2,
Vivus,"Austrian, European",34,3.0,3953,cuisine_2, European
Vapiano,"Italian, Pizza",45,3.0,3954,cuisine_2, Pizza
Komagene,,1,5.0,3955,cuisine_2,
Magdalenenhof,"Austrian, European",30,3.0,3956,cuisine_2, European
Simmeringer Biergartl,"Austrian, European",1,5.0,3957,cuisine_2, European
Cafe Bijou,,1,5.0,3958,cuisine_2,
Kitsch Hero-pub,"Bar, Cafe",1,4.0,3959,cuisine_2, Cafe
SONGTSEN GAMPO,,5,4.0,3960,cuisine_2,
Oliang Café,"Thai, Street Food",1,4.0,3961,cuisine_2, Street Food
Biosk,Coffee & Tea,4,3.5,3962,cuisine_2,
Palette Bistrot,"French, Mediterranean",1,5.0,3963,cuisine_2, Mediterranean
Cafe Neuhaus Chocolatier,"Coffee & Tea, Cafe",11,3.5,3964,cuisine_2, Cafe
Ristorante Tiziano,Italian,52,3.0,3965,cuisine_2,
Schutzhaus,,6,4.0,3966,cuisine_2,
Eissalon Muratti,"Dessert, Deli",1,5.0,3967,cuisine_2, Deli
Gaststube Zum Schlosser,"Austrian, European",2,4.0,3968,cuisine_2, European
Stiftskeller,"Austrian, European",66,3.0,3969,cuisine_2, European
Sußes vom Feinsten,Coffee & Tea,4,3.5,3970,cuisine_2,
Suchi Lounge,,4,3.5,3971,cuisine_2,
Ristorante Pizzeria Rafaello,"Italian, Mediterranean",1,4.0,3972,cuisine_2, Mediterranean
Casa Frascati,"Italian, Pizza",11,3.0,3973,cuisine_2, Pizza
Genussgalerie,International,1,5.0,3974,cuisine_2,
Pizzeria Maradona,Pizza,4,3.0,3975,cuisine_2,
Le Moc Vietnamese Eatery,Vietnamese,11,3.5,3976,cuisine_2,
Green Express,"Japanese, Fast Food",8,3.5,3977,cuisine_2, Fast Food
Blossom,Thai,2,4.0,3978,cuisine_2,
Nom,"Dessert, Cafe",1,5.0,3979,cuisine_2, Cafe
Austrian diner show,"Austrian, European",5,3.5,3980,cuisine_2, European
Agora,,1,5.0,3981,cuisine_2,
Cafe Restaurant Caspian,"Middle Eastern, Persian",31,3.0,3982,cuisine_2, Persian
Dschungel Café,European,18,3.0,3983,cuisine_2,
Cafe Bistro am campus,"Coffee & Tea, Austrian",1,4.0,3984,cuisine_2, Austrian
Restaurant Le Cede,"Lebanese, Mediterranean",1,4.0,3985,cuisine_2, Mediterranean
Pizzeria Tomato,,4,3.5,3986,cuisine_2,
Akakiko,"Japanese, Sushi",30,3.0,3987,cuisine_2, Sushi
Das Schutzhaus Gartenfreunde Ottakring,"German, Austrian",1,4.0,3988,cuisine_2, Austrian
Sushi Cross,Japanese,7,3.5,3989,cuisine_2,
Teenorissimo,,1,5.0,3990,cuisine_2,
Gasthaus zum Agnesbründl,"Austrian, European",24,3.0,3991,cuisine_2, European
Restaurant Myres,International,2,4.0,3992,cuisine_2,
China-Restaurant Yu,Chinese,1,5.0,3993,cuisine_2,
Coffee Fellows,"Coffee & Tea, Cafe",9,3.5,3994,cuisine_2, Cafe
Duran,,1,4.0,3995,cuisine_2,
Backerei Grimm,,1,4.0,3996,cuisine_2,
Taste of Asian Streetfood,"Chinese, Street Food",1,4.0,3997,cuisine_2, Street Food
MARTIN AUER,"Bakeries, Austrian",1,4.0,3998,cuisine_2, Austrian
Der Mann ,"Bakeries, Cafe",3,3.5,3999,cuisine_2, Cafe
Mezzanin 7,,1,4.0,4000,cuisine_2,
Pepper & Ginny - Vegane Veinkost Wien,"Cafe, Deli",2,3.5,4001,cuisine_2, Deli
Maran Vegan Bistro,Coffee & Tea,1,4.0,4002,cuisine_2,
Pizzeria Peperoni,,1,4.0,4003,cuisine_2,
Jakov's Weinkeller beim Naschmarkt,"Bars & Pubs, Wine Bar",7,3.0,4004,cuisine_2, Wine Bar
Cafe Konditorei Weidlich,,1,4.0,4005,cuisine_2,
Phoenix Restaurant,"Mediterranean, Asian",6,3.0,4006,cuisine_2, Asian
Cafe Rikal,"Bakeries, Deli",1,5.0,4007,cuisine_2, Deli
Vapiano Vienna,"Italian, Pizza",8,3.0,4008,cuisine_2, Pizza
Busan,Asian,2,4.0,4009,cuisine_2,
Squaw Creek Country Club,,1,5.0,4010,cuisine_2,
Schrannenbeisl,,1,4.0,4011,cuisine_2,
Bäckerei Felber,Bakeries,1,4.0,4012,cuisine_2,
Cafe EisZeit,"Cafe, Diner",1,4.0,4013,cuisine_2, Diner
Vietnjam,Vietnamese,1,4.0,4014,cuisine_2,
Cafe Einhorn,,9,3.5,4015,cuisine_2,
Merkur Marktkuche,"Austrian, European",2,3.5,4016,cuisine_2, European
PhoEver,"Chinese, Japanese",6,3.5,4017,cuisine_2, Japanese
Lunzers,,1,4.0,4018,cuisine_2,
Geier. Die Bäckerei,"Bakeries, Cafe",18,3.5,4019,cuisine_2, Cafe
Die Kantine,,1,4.0,4020,cuisine_2,
Luxor,"Cafe, International",3,3.5,4021,cuisine_2, International
Nguyen Van Tung,Vietnamese,1,4.0,4022,cuisine_2,
Twistcafe,"Dessert, Bar",2,3.5,4023,cuisine_2, Bar
Anker Snack & Coffee,Bakeries,3,3.5,4024,cuisine_2,
Buschenschank Lackner,Wine Bar,3,3.5,4025,cuisine_2,
Restaurant Sato,Turkish,3,3.5,4026,cuisine_2,
INTERSPAR-Restaurant,,1,4.0,4027,cuisine_2,
Lepenac Grill,"European, Croatian",1,4.0,4028,cuisine_2, Croatian
Cafe Galerie,,1,4.0,4029,cuisine_2,
Cafe Cubita,Cafe,1,4.0,4030,cuisine_2,
Gaumenfreund,"Austrian, European",1,4.0,4031,cuisine_2, European
Caféhaus Holler,"Austrian, European",2,3.5,4032,cuisine_2, European
Hausegemachte Langos,Fast Food,1,4.0,4033,cuisine_2,
